Hey can you show me some good pulmonologist	Consult
Tell me what is the reason for my swollen joints.	Symptom/Disease
I don't know what's wrong, but my ankle is paining very badly.	Symptom/Disease
After the brushing, I had bleeding and swollen gums.	Symptom/Disease
I have had cold spots and scars on my lower body for the last couple of days.	Symptom/Disease
I need a doctor	Consult
I am having an emergency situation	Consult
Who is the most famous doctor	Consult
From five days I have red rash spreading from the face down the body	Symptom/Disease
In my breathing, there is a difficulty.	Symptom/Disease
Do you know the list of Plastic Surgeon	Consult
After brushing, I had blood and swollen gums.	Symptom/Disease
After I was brushing, I had bleeding and swollen gums.	Symptom/Disease
Red, painful, fluid-filled blister has been appearing near the mouth and lips for several days.	Symptom/Disease
I have been having constipation since last night.	Symptom/Disease
I've had constipation since last night.	Symptom/Disease
I got Itchy, raised welts, small, round on my face.	Symptom/Disease
I've got Itchy, raised welts, small, round on my face.	Symptom/Disease
I have trouble focusing, remembering the information, making choices and tiredness	Symptom/Disease
Anyway, can I get rid of my cold and cough?	Symptom/Disease
Do you know any gynecologist	Consult
Consult me Neurologist	Consult
I want to talk to a doctor	Consult
I've got itchy, welts raised, little, round on my face.	Symptom/Disease
I have a red, painful, and irritated lump under my skin and a fever of three days.	Symptom/Disease
I need to see Neurologist	Consult
I suffer from fever	Symptom/Disease
Hey Consult me some doctors	Consult
I've had indigestion since last summer.	Symptom/Disease
How can I get relieved of the pain and swelling of my foot?	Symptom/Disease
I have trouble concentrating, remembering the details, making decisions and making tiredness	Symptom/Disease
How do I get rid of my fatigue?	Symptom/Disease
Show me best doctors	Consult
I want to consult a Rheumatologist	Consult
Can i talk to a doctor	Consult
Hey can you show me doctors nearby	Consult
My face, my fingers, feet, or lower legs are swelling. Can you do something about that?	Symptom/Disease
From a very long period of time I've had chills and cold.	Symptom/Disease
There's a difficulty in breathing.	Symptom/Disease
I am sick, I want to see a doctor	Consult
Since last few days I am having cold spots and scars on my lower body.	Symptom/Disease
List nearby Podiatrist	Consult
Who are the dentists i can see?	Consult
I have a frequent dry mouth with a bad breath.	Symptom/Disease
List nearby Allergist	Consult
I want to see a dermatologist	Consult
I don't know what's wrong with the symptoms that I have, please help me.	Symptom/Disease
Do you know the list of doctors	Consult
My face, fingers, feet, or lower legs are swelling. Can you do anything?	Symptom/Disease
I've had age spots and red marks on my glutes over the past several weeks.	Symptom/Disease
Hey Consult me some Neonatologists	Consult
Since last weekend, I've had cramps.	Symptom/Disease
Are there any doctors	Consult
Either way, can I get rid of my cold and cough?	Symptom/Disease
There is a swelling in my face, fingers, feet, or lower legs. Can you do something?	Symptom/Disease
I need a doctor	Consult
What are the doctors that you know	Consult
I have been having constipation since last night.	Symptom/Disease
I feel an excessive thirst and hunger and a frequent urination.	Symptom/Disease
I don't understand what's wrong with the symptoms I have, kindly assist me.	Symptom/Disease
Can you consult me to a doctor	Consult
What are some Anesthesiologists here	Consult
Hey show me some doctors	Consult
What are the gastroenterologists that you know	Consult
Hey show me some radiologist	Consult
Show me nearby Cardiologist	Consult
I am having trouble concentrating, remembering details, and making decisions and fatigue	Symptom/Disease
What are some good Anesthesiologists here	Consult
Hello Bot, show me some doctors	Consult
Hello DrBot, can you show me some doctors	Consult
Give me the reason, why my ass is bleeding?	Symptom/Disease
Since last night I am having constipation.	Symptom/Disease
For the last few weeks, I've had dark spots and red marks on my leg muscles.	Symptom/Disease
Show me Dentist's list	Consult
I need a Cardiologist urgently	Consult
Can you show me some doctors	Consult
I want to speak to a doctor	Consult
Show me nearby doctors	Consult
From five days, I have red rash spread from the face down the body	Symptom/Disease
I want to consult a anesthesiologist	Consult
I don't understand what's wrong with my symptoms, please assist me.	Symptom/Disease
Consult me doctor	Consult
What are the skin specialists that you know	Consult
This is an emergency situation, find me a doctor	Consult
Give me the reason for the bleeding of my ass?	Symptom/Disease
There is a difficulty in my breathing.	Symptom/Disease
I often have a bad breath with a dry mouth.	Symptom/Disease
I want to see a physician	Consult
I am having red, painful, and irritated lump under my skin and fever from three days.	Symptom/Disease
I need a Pulmonologist urgently	Consult
What are the doctors that I can see?	Consult
Show me doctors	Consult
How can I get rid of my tiredness.	Symptom/Disease
Show me nearest doctors	Consult
Can i talk to a Dentist	Consult
I have a very frequent dry mouth with a bad breath.	Symptom/Disease
How can I be relieved of the pain and swelling of my foot?	Symptom/Disease
I urgently need a doctor	Consult
Let me speak to a doctor	Consult
Do you know any doctors	Consult
I have a headache and nausea	Symptom/Disease
I am compelling to see a doctor	Consult
